ASV,Kingdom,Phylum,Class,Order,Family,Genus
sq9713,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9714,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9715,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9716,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
sq9717,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169,AEGEAN-169_uc
sq9718,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,EC3_uc,EC3_uc
sq9719,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade
sq9720,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionellaceae_uc
sq9721,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea
sq9722,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
sq9723,Bacteria,Acidobacteriota,Subgroup_21,Subgroup_21_uc,Subgroup_21_uc,Subgroup_21_uc
sq9724,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae_uc
sq9725,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq9726,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus
sq9727,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9728,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9729,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9732,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Frigidibacter
sq9733,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_uc,SAR11_clade_uc
sq9734,Bacteria,Margulisbacteria,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc
sq9735,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Unknown_Family_uc
sq9736,Bacteria,Proteobacteria,Proteobacteria_uc,Proteobacteria_uc,Proteobacteria_uc,Proteobacteria_uc
sq9737,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Halobacteriovorax
sq9738,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_13,Subgroup_13_uc,Subgroup_13_uc
sq9739,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9740,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea
sq9742,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9743,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna
sq9744,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,Gimesiaceae_uc
sq9745,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Cryobacterium
sq9746,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_uc
sq9747,Bacteria,Proteobacteria,Gammaproteobacteria,OM182_clade,OM182_clade_uc,OM182_clade_uc
sq9748,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Unknown_Family_uc
sq9749,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_uc
sq9750,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq9751,Bacteria,Planctomycetota,Phycisphaerae,MSBL9,SG8-4,SG8-4_uc
sq9752,Bacteria,Margulisbacteria,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc
sq9753,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccales_uc,Defluviicoccales_uc
sq9754,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospiraceae_uc
sq9755,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina
sq9756,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
sq9757,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Dasania
sq9758,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisellaceae_uc
sq9759,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq9760,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia
sq9761,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktotalea
sq9762,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Macellibacteroides
sq9763,Bacteria,Proteobacteria,Proteobacteria_uc,Proteobacteria_uc,Proteobacteria_uc,Proteobacteria_uc
sq9764,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ib
sq9765,Bacteria,NB1-j,NB1-j_uc,NB1-j_uc,NB1-j_uc,NB1-j_uc
sq9767,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
sq9768,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,UBA10353_uc,UBA10353_uc
sq9769,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccales_uc,Defluviicoccales_uc
sq9770,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella
sq9771,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter
sq9772,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq9773,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
sq9774,Bacteria,Planctomycetota,Planctomycetota_uc,Planctomycetota_uc,Planctomycetota_uc,Planctomycetota_uc
sq9775,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42
sq9776,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
sq9777,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_uc,Gammaproteobacteria_uc,Gammaproteobacteria_uc
sq9778,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
sq9779,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellulaceae_uc
sq9780,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,Dadabacteriales_uc,Dadabacteriales_uc
sq9781,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales_uc,Oligoflexales_uc
sq9782,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia
sq9783,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
sq9784,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella
sq9785,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
sq9786,Bacteria,Planctomycetota,OM190,OM190_uc,OM190_uc,OM190_uc
sq9787,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,Marine_Group_II_uc,Marine_Group_II_uc
sq9788,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacteriaceae_uc
sq9789,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter
sq9790,Bacteria,Margulisbacteria,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc
sq9792,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
sq9793,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996
sq9794,Bacteria,Planctomycetota,Pla4_lineage,Pla4_lineage_uc,Pla4_lineage_uc,Pla4_lineage_uc
sq9796,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
sq9797,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq9798,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Cand_Amoebophilus
sq9799,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Hydrogenophilus
sq9800,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq9801,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
sq9802,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrionaceae_uc
sq9803,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,EC3_uc,EC3_uc
sq9804,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiales_uc,Chromatiales_uc
sq9805,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter_NAC11-7
sq9806,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus
sq9807,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
sq9809,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,SM2D12_uc
sq9810,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaeraceae_uc
sq9811,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloligellaceae_uc
sq9812,Bacteria,Desulfobacterota,Desulfobacterota_uc,Desulfobacterota_uc,Desulfobacterota_uc,Desulfobacterota_uc
sq9813,Bacteria,Planctomycetota,Pla3_lineage,Pla3_lineage_uc,Pla3_lineage_uc,Pla3_lineage_uc
sq9815,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,AKAU3564_sediment_group_uc
sq9816,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccales_uc,Defluviicoccales_uc
sq9817,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
sq9818,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_uc,Gammaproteobacteria_uc,Gammaproteobacteria_uc
sq9819,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,Micavibrionaceae_uc
sq9821,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacteriaceae_uc
sq9822,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter
sq9823,Bacteria,NB1-j,NB1-j_uc,NB1-j_uc,NB1-j_uc,NB1-j_uc
sq9824,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,Cand_Methanogranum
sq9825,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter
sq9826,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9827,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4,Arctic97B-4_uc,Arctic97B-4_uc
sq9828,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42
sq9830,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,Dadabacteriales_uc,Dadabacteriales_uc
sq9831,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
sq9832,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23
sq9833,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,PB19_uc,PB19_uc
sq9834,Bacteria,NB1-j,NB1-j_uc,NB1-j_uc,NB1-j_uc,NB1-j_uc
sq9835,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter_NAC11-7
sq9836,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq9837,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7,NS7_uc
sq9838,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
sq9841,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus
sq9842,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade
sq9843,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Microscilla
sq9845,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade
sq9846,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga
sq9847,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Dubosiella
sq9848,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ia
sq9849,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ia
sq9850,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ia
sq9851,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ia
sq9852,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter
sq9853,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_9,Subgroup_9_uc,Subgroup_9_uc
sq9854,Bacteria,Acidobacteriota,Subgroup_22,Subgroup_22_uc,Subgroup_22_uc,Subgroup_22_uc
sq9855,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_uc,Alphaproteobacteria_uc,Alphaproteobacteria_uc
sq9856,Bacteria,Margulisbacteria,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc
sq9857,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus
sq9858,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996
sq9859,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella
sq9860,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
sq9861,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacteriaceae_uc
sq9862,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04
sq9863,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagales_uc,Chitinophagales_uc
sq9864,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
sq9865,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ib
sq9866,Bacteria,Chloroflexi,Dehalococcoidia,DscP2,DscP2_uc,DscP2_uc
sq9867,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ia
sq9868,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB
sq9869,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Lentibacter
sq9870,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Roseimarinus
sq9871,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Cand_Obscuribacter
sq9872,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
sq9873,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
sq9875,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq9876,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ia
sq9877,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage
sq9878,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19_marine_sediment_group
sq9879,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Cand_Nitrosopelagicus
sq9880,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Unknown_Family_uc
sq9881,Bacteria,NB1-j,NB1-j_uc,NB1-j_uc,NB1-j_uc,NB1-j_uc
sq9882,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
sq9883,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Kangiellaceae_uc
sq9884,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_uc
sq9885,Bacteria,Margulisbacteria,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc
sq9886,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionales_uc,Cellvibrionales_uc
sq9887,Bacteria,NB1-j,NB1-j_uc,NB1-j_uc,NB1-j_uc,NB1-j_uc
sq9888,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_uc,Alphaproteobacteria_uc,Alphaproteobacteria_uc
sq9889,Bacteria,Acidobacteriota,Subgroup_26,Subgroup_26_uc,Subgroup_26_uc,Subgroup_26_uc
sq9890,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007_uc
sq9891,Bacteria,Myxococcota,Polyangia,Polyangiales,Eel-36e1D6,Eel-36e1D6_uc
sq9892,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagales_uc,Cytophagales_uc
sq9893,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_uc,Gammaproteobacteria_uc,Gammaproteobacteria_uc
sq9894,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccales_uc,Defluviicoccales_uc
sq9895,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
sq9896,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
sq9897,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_uc
sq9898,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospiraceae_uc
sq9899,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_uc
sq9900,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium
sq9901,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq9902,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae_uc
sq9903,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudahrensia
sq9904,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq9905,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
sq9906,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
sq9908,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium
sq9909,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter
sq9910,Bacteria,Margulisbacteria,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc
sq9911,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
sq9913,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage
sq9914,Bacteria,NB1-j,NB1-j_uc,NB1-j_uc,NB1-j_uc,NB1-j_uc
sq9915,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq9916,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellulaceae_uc
sq9917,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_uc,Alphaproteobacteria_uc,Alphaproteobacteria_uc
sq9918,Bacteria,Planctomycetota,OM190,OM190_uc,OM190_uc,OM190_uc
sq9919,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
sq9920,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Rubinisphaeraceae_uc
sq9921,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_uc,Alphaproteobacteria_uc,Alphaproteobacteria_uc
sq9922,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq9923,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktotalea
sq9924,Bacteria,Proteobacteria,Gammaproteobacteria,OM182_clade,OM182_clade_uc,OM182_clade_uc
sq9925,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
sq9926,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
sq9927,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaeraceae_uc
sq9928,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9929,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospiraceae_uc
sq9930,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9931,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacteraceae_uc
sq9932,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9933,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9934,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9935,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9936,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
sq9937,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aurantivirga
sq9938,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9939,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9940,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Kiloniellaceae_uc
sq9941,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9942,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9943,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Vermiphilaceae_uc
sq9944,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9945,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus
sq9946,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9947,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9948,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9949,Bacteria,Proteobacteria,Gammaproteobacteria,OM182_clade,OM182_clade_uc,OM182_clade_uc
sq9950,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9951,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Fenollaria
sq9952,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
sq9953,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_uc,SAR11_clade_uc
sq9954,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq9955,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
sq9956,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
sq9957,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
sq9959,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
sq9960,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospiraceae_uc
sq9961,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,EC3_uc,EC3_uc
sq9962,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_uc,SAR11_clade_uc
sq9963,Bacteria,Planctomycetota,OM190,OM190_uc,OM190_uc,OM190_uc
sq9964,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_uc
sq9965,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
