ASV,Kingdom,Phylum,Class,Order,Family,Genus
sq9466,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,Bradymonadales_uc,Bradymonadales_uc
sq9467,Bacteria,Margulisbacteria,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc
sq9468,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiales_uc,Frankiales_uc
sq9469,Bacteria,Proteobacteria,Gammaproteobacteria,OM182_clade,OM182_clade_uc,OM182_clade_uc
sq9470,Bacteria,PAUC34f,PAUC34f_uc,PAUC34f_uc,PAUC34f_uc,PAUC34f_uc
sq9471,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Cand_Megaira
sq9472,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
sq9473,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospirales_uc,Oscillospirales_uc
sq9474,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter
sq9475,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,Bradymonadales_uc,Bradymonadales_uc
sq9476,Bacteria,Desulfobacterota,Desulfobacteria,Desulfatiglandales,Desulfatiglandaceae,Desulfatiglans
sq9477,Bacteria,Verrucomicrobiota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,R76-B128
sq9478,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
sq9479,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9480,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
sq9482,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_uc
sq9483,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella
sq9484,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9485,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9486,Bacteria,Margulisbacteria,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc
sq9487,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9488,Bacteria,NB1-j,NB1-j_uc,NB1-j_uc,NB1-j_uc,NB1-j_uc
sq9489,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,AB1_uc
sq9490,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9491,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9492,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwelliaceae_uc
sq9493,Bacteria,Actinobacteriota,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,Nitriliruptoraceae_uc
sq9494,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,Dadabacteriales_uc,Dadabacteriales_uc
sq9495,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9496,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9497,Bacteria,Planctomycetota,Phycisphaerae,MSBL9,SG8-4,SG8-4_uc
sq9498,Bacteria,Planctomycetota,028H05-P-BN-P5,028H05-P-BN-P5_uc,028H05-P-BN-P5_uc,028H05-P-BN-P5_uc
sq9499,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9500,Bacteria,Nitrospinota,P9X2b3D02,P9X2b3D02_uc,P9X2b3D02_uc,P9X2b3D02_uc
sq9501,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
sq9502,Bacteria,Margulisbacteria,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc
sq9503,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_uc,SAR11_clade_uc
sq9504,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Clavibacter
sq9506,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade_uc,SAR86_clade_uc
sq9507,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_uc
sq9508,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9509,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9510,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9,NS9_uc
sq9511,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_uc,Bacteroidales_uc
sq9512,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisellaceae_uc
sq9513,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9514,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_uc
sq9515,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Marinicella
sq9516,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq9517,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina
sq9518,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospiraceae_uc
sq9519,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_uc,SAR11_clade_uc
sq9520,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ib
sq9521,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Unknown_Family_uc
sq9522,Bacteria,Planctomycetota,OM190,OM190_uc,OM190_uc,OM190_uc
sq9523,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sedimentitalea
sq9524,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5)_clade
sq9525,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
sq9526,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,AKAU3564_sediment_group_uc
sq9527,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade_uc,SAR86_clade_uc
sq9528,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Nitrincolaceae_uc
sq9529,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,Bradymonadales_uc,Bradymonadales_uc
sq9530,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacteraceae_uc
sq9531,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_uc,Gammaproteobacteria_uc,Gammaproteobacteria_uc
sq9532,Bacteria,Margulisbacteria,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc
sq9533,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
sq9534,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq9535,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sedimentitalea
sq9537,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_uc,Alphaproteobacteria_uc,Alphaproteobacteria_uc
sq9538,Bacteria,Planctomycetota,028H05-P-BN-P5,028H05-P-BN-P5_uc,028H05-P-BN-P5_uc,028H05-P-BN-P5_uc
sq9539,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacteriaceae_uc
sq9540,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter
sq9541,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albimonas
sq9542,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ib
sq9543,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9,NS9_uc
sq9544,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccales_uc,Defluviicoccales_uc
sq9545,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacteriaceae_uc
sq9546,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4,Arctic97B-4_uc,Arctic97B-4_uc
sq9547,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
sq9548,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq9549,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales_uc,Rickettsiales_uc
sq9550,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_uc
sq9552,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
sq9555,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Castellaniella
sq9556,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gilvibacter
sq9557,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_uc
sq9558,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aurantivirga
sq9559,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacteraceae_uc
sq9560,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa
sq9561,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq9562,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Marixanthomonas
sq9563,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales_uc,Oligoflexales_uc
sq9564,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter
sq9565,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5
sq9566,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacterales_uc,Vicinamibacterales_uc
sq9567,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_uc,Gammaproteobacteria_uc,Gammaproteobacteria_uc
sq9568,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_uc,Gammaproteobacteria_uc,Gammaproteobacteria_uc
sq9569,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
sq9570,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169,AEGEAN-169_uc
sq9571,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionales_uc,Micavibrionales_uc
sq9572,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius
sq9573,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,OCS116_clade,OCS116_clade_uc
sq9575,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage
sq9576,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007_uc
sq9577,Bacteria,Acidobacteriota,Subgroup_22,Subgroup_22_uc,Subgroup_22_uc,Subgroup_22_uc
sq9578,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
sq9579,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_uc
sq9580,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996
sq9581,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade_uc,SAR202_clade_uc
sq9582,Bacteria,Margulisbacteria,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc
sq9583,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospiraceae_uc
sq9584,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,KI89A_clade_uc,KI89A_clade_uc
sq9585,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,Schleiferia
sq9586,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Sandaracinaceae_uc
sq9587,Bacteria,Margulisbacteria,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc
sq9588,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade_uc,SAR202_clade_uc
sq9589,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq9590,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes
sq9591,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade_uc,SAR86_clade_uc
sq9593,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Sva0081_sediment_group
sq9594,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b
sq9596,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade_uc,SAR86_clade_uc
sq9597,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq9598,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,OM75_clade
sq9599,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ia
sq9600,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Nitrincolaceae_uc
sq9601,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter_NAC11-7
sq9602,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_uc
sq9603,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacteriaceae_uc
sq9604,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospiraceae_uc
sq9606,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus
sq9607,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
sq9609,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
sq9610,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
sq9611,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Unknown_Family_uc
sq9612,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Unknown_Family_uc
sq9613,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Cand_Nitrosopumilus
sq9614,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_uc
sq9616,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacteriaceae_uc
sq9617,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
sq9618,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,Hydrogenedensaceae_uc
sq9619,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_uc
sq9620,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
sq9621,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
sq9622,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Marinicella
sq9623,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas
sq9624,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellales_uc,Gaiellales_uc
sq9625,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ia
sq9626,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq9627,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq9628,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas
sq9629,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus
sq9630,Bacteria,Nitrospinota,P9X2b3D02,P9X2b3D02_uc,P9X2b3D02_uc,P9X2b3D02_uc
sq9631,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacteriaceae_uc
sq9632,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ia
sq9633,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Cand_Omnitrophus
sq9634,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
sq9635,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ia
sq9636,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
sq9637,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_uc,Gammaproteobacteria_uc,Gammaproteobacteria_uc
sq9638,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadales_uc,Saccharimonadales_uc
sq9639,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,DSSD61
sq9640,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq9641,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,Ga0077536_uc,Ga0077536_uc
sq9642,Bacteria,NB1-j,NB1-j_uc,NB1-j_uc,NB1-j_uc,NB1-j_uc
sq9643,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Fuerstia
sq9644,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
sq9645,Bacteria,Planctomycetota,BD7-11,BD7-11_uc,BD7-11_uc,BD7-11_uc
sq9646,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
sq9647,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovoracaceae_uc
sq9648,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage
sq9649,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
sq9650,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,OM43_clade
sq9651,Bacteria,Acidobacteriota,Subgroup_22,Subgroup_22_uc,Subgroup_22_uc,Subgroup_22_uc
sq9652,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Cand_Nitrosopumilus
sq9653,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage
sq9654,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1_clade,PS1_clade_uc
sq9655,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_uc
sq9656,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9,NS9_uc
sq9657,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinales_uc,Actinomarinales_uc
sq9658,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
sq9659,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_uc,Gammaproteobacteria_uc,Gammaproteobacteria_uc
sq9660,Bacteria,Margulisbacteria,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc
sq9661,Bacteria,NB1-j,NB1-j_uc,NB1-j_uc,NB1-j_uc,NB1-j_uc
sq9662,Bacteria,Chloroflexi,TK17,TK17_uc,TK17_uc,TK17_uc
sq9663,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Cand_Omnitrophus
sq9664,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
sq9665,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
sq9666,Bacteria,Acidobacteriota,Subgroup_26,Subgroup_26_uc,Subgroup_26_uc,Subgroup_26_uc
sq9667,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq9668,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
sq9669,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus
sq9670,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Nitrincolaceae_uc
sq9671,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionellaceae_uc
sq9672,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfuritalea
sq9673,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq9674,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium
sq9675,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq9676,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium
sq9677,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
sq9678,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Unknown_Family_uc
sq9679,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,Holosporaceae_uc
sq9680,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
sq9681,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Cand_Nitrosopumilus
sq9682,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacteraceae_uc
sq9683,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospiraceae_uc
sq9684,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
sq9685,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_uc
sq9686,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,FS140-16B-02
sq9687,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,MSB-1D1
sq9688,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,AB1_uc
sq9689,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
sq9690,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellulaceae_uc
sq9691,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichales_uc,Microtrichales_uc
sq9692,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
sq9693,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade_uc,SAR202_clade_uc
sq9694,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade_uc,SAR202_clade_uc
sq9695,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_uc
sq9696,Bacteria,NB1-j,NB1-j_uc,NB1-j_uc,NB1-j_uc,NB1-j_uc
sq9697,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionales_uc,Micavibrionales_uc
sq9698,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
sq9699,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9700,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
sq9702,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas
sq9703,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9704,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9705,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC_AAA011-D5,SCGC_AAA011-D5_uc
sq9706,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacteriaceae_uc
sq9707,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_uc
sq9708,Bacteria,Latescibacterota,Latescibacterota_uc,Latescibacterota_uc,Latescibacterota_uc,Latescibacterota_uc
sq9709,Bacteria,Proteobacteria,Gammaproteobacteria,EV818SWSAP88,EV818SWSAP88_uc,EV818SWSAP88_uc
sq9710,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq9711,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospiraceae_uc
sq9712,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
